,Country_Name,Life_Expectancy,year,pf_rol,pf_ss,pf_movement,pf_religion,pf_association,pf_expression,pf_identity,pf_score,ef_government,ef_legal,ef_money,ef_trade,ef_regulation,ef_score,hf_score,region,happiness_rank,happiness_score,economy_gdp_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual
0,Angola,59.39800000,2015,3.512106161,8.297864524,5.000000000,8.757037037,4.000000000,6.547619048,7.500000000,6.132958280,6.155508356,2.960263718,6.885464760,5.143997963,6.065583361,5.44,5.786479140,Sub-Saharan Africa,137,4.033,0.75778,0.86040,0.16683,0.10384,0.07122,0.12344,1.94939
1,Albania,78.02500000,2015,5.164786073,8.865642363,6.666666667,9.235185185,10.000000000,8.642857143,6.250000000,7.587078008,7.923799103,5.003488819,9.585625237,8.112451744,7.035654872,7.53,7.558539004,Central and Eastern Europe,95,4.959,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272,1.89894
2,United Arab Emirates,77.28500000,2015,6.333748881,8.023720505,3.333333333,5.124074074,0.500000000,6.153469156,0E-9,5.100455003,6.729955528,5.976645951,8.417219268,8.220144361,7.918170325,7.45,6.275227501,Middle East and Northern Africa,20,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,2.24743
3,Argentina,76.06800000,2015,5.535099829,8.962107772,10.000000000,7.888888889,7.500000000,8.619047619,10.000000000,8.025095551,5.333556135,3.816361620,6.455330731,3.730787481,5.549339485,4.98,6.502547776,Latin America and Caribbean,30,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,2.83600
4,Armenia,74.46700000,2015,4.679989714,8.930382953,6.666666667,6.370370370,6.500000000,7.154761905,8.000000000,6.871773061,7.070956595,5.777803721,9.481225478,8.242619487,7.364916892,7.59,7.230886530,Central and Eastern Europe,127,4.350,0.76821,0.77711,0.72990,0.19847,0.03900,0.07855,1.75873
5,Australia,82.40000000,2015,7.893906437,9.865921211,10.000000000,9.140740741,10.000000000,9.357142857,9.250000000,9.214745272,6.593442850,7.994810648,9.360138510,7.600742440,8.456478260,8.00,8.607372636,Australia and New Zealand,10,7.284,1.33358,1.30923,0.93156,0.65124,0.35637,0.43562,2.26646
6,Austria,81.19024390,2015,8.577467629,9.929328543,10.000000000,8.233333333,10.000000000,9.297619048,10.000000000,9.379794281,5.073794924,8.015541357,9.616600404,8.121947090,7.388044299,7.64,8.509897141,Western Europe,13,7.200,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088,2.53320
7,Azerbaijan,72.26600000,2015,4.262049381,8.826463112,5.000000000,5.689259259,3.000000000,2.863230245,6.250000000,5.552377074,5.190154896,5.321383003,7.307812065,7.103099424,6.977047604,6.38,5.966188537,Central and Eastern Europe,80,5.212,1.02389,0.93793,0.64045,0.37030,0.16065,0.07799,2.00073
8,Burundi,60.12300000,2015,3.428378316,6.232125436,1.666666667,7.314814815,1.500000000,1.944577628,5.833333333,4.241065182,6.117647059,3.091825410,7.778224417,6.104367318,6.259963671,5.87,5.055532591,Sub-Saharan Africa,157,2.905,0.01530,0.41587,0.22396,0.11850,0.10062,0.19727,1.83302
9,Belgium,80.99268293,2015,8.075732926,9.740135637,10.000000000,8.305555556,10.000000000,9.761904762,9.250000000,9.185713173,3.854074508,7.254599508,9.664241683,8.260089940,8.098134701,7.43,8.307856586,Western Europe,19,6.937,1.30782,1.28566,0.89667,0.58450,0.22540,0.22250,2.41484
10,Benin,60.60800000,2015,4.296936351,8.031187091,6.666666667,9.877777778,9.500000000,8.952380952,10.000000000,7.581713400,5.797280424,3.580765453,6.934990574,5.924920312,6.676452396,5.78,6.680856700,Sub-Saharan Africa,155,3.340,0.28665,0.35386,0.31910,0.48450,0.08010,0.18260,1.63328
11,Burkina Faso,59.91900000,2015,4.407680340,8.370018747,8.333333333,8.161481481,7.500000000,7.738095238,10.000000000,7.367715777,5.562500000,3.597581138,6.959041731,6.611367436,7.416259395,6.03,6.698857888,Sub-Saharan Africa,152,3.587,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747,1.46494
12,Bangladesh,71.51400000,2015,3.090543409,7.542737251,5.000000000,6.557777778,7.000000000,6.531109157,1.250000000,5.292208858,8.862029942,3.017133950,7.029423310,5.990862276,6.728536093,6.33,5.811104429,Southern Asia,109,4.694,0.39753,0.43106,0.60164,0.40820,0.12569,0.21222,2.51767
13,Bulgaria,74.61463415,2015,5.209517109,9.760358771,10.000000000,7.352222222,9.500000000,8.857142857,9.250000000,8.238405478,7.019716166,4.883130213,9.355065492,8.133586308,7.583775783,7.40,7.819202739,Central and Eastern Europe,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991
14,Bahrain,76.76200000,2015,5.972326253,7.746455847,6.666666667,7.761111111,5.000000000,4.130952381,3.333333333,6.118901874,6.767397932,5.265601604,9.182060969,7.425336752,8.234171275,7.37,6.744450937,Middle East and Northern Africa,49,5.960,1.32376,1.21624,0.74716,0.45492,0.30600,0.17362,1.73797
15,Bosnia and Herzegovina,76.86500000,2015,5.834004367,9.018850840,6.666666667,8.781481481,9.500000000,8.702380952,9.250000000,8.003266712,5.335100673,4.239211420,8.462580284,7.777568764,7.312599848,6.63,7.316633356,Central and Eastern Europe,96,4.949,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808,2.06367
16,Bolivia,70.27700000,2015,3.499504426,8.443566798,10.000000000,8.625925926,6.500000000,8.535714286,10.000000000,7.351931827,6.168686889,3.581133884,8.727218031,6.847370246,4.950571175,6.05,6.700965914,Latin America and Caribbean,51,5.890,0.68133,0.97841,0.53920,0.57414,0.08800,0.20536,2.82334
17,Brazil,74.99400000,2015,4.803456119,6.110787427,10.000000000,7.717037037,6.500000000,8.040351008,7.500000000,6.704299691,5.152475950,4.451300180,7.965807686,6.901220500,4.297102904,5.75,6.227149845,Latin America and Caribbean,16,6.983,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574,3.26001
18,Canada,81.90000000,2015,7.700447121,9.775239148,10.000000000,8.850000000,10.000000000,9.511904762,9.250000000,9.130112043,5.754943662,7.850680117,9.582510675,7.873761603,8.501366871,7.91,8.520056022,North America,5,7.427,1.32629,1.32261,0.90563,0.63297,0.32957,0.45811,2.45176
19,Switzerland,82.89756098,2015,8.393828928,9.630873532,10.000000000,8.610740741,10.000000000,9.666666667,9.250000000,9.258916356,7.422625163,8.575948751,9.805207887,7.544713840,8.485415547,8.37,8.814458178,Western Europe,1,7.587,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678,2.51738
20,Chile,79.64600000,2015,6.676721530,9.043604053,10.000000000,9.194444444,10.000000000,9.154761905,5.000000000,8.265002031,7.899381032,6.450117633,9.310170579,8.213421767,7.092824665,7.79,8.027501015,Latin America and Caribbean,27,6.670,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363,2.67585
21,China,75.92800000,2015,4.650841236,7.520505274,3.333333333,4.107777778,1.500000000,5.127521998,9.250000000,5.374699938,5.060334188,5.633083765,8.281163147,6.632616699,6.328628522,6.39,5.882349969,Eastern Asia,84,5.140,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.86040
22,Cameroon,57.58300000,2015,3.091677133,5.829825663,3.333333333,8.109629630,5.500000000,7.032676180,5.000000000,5.127939613,7.369716215,3.257379298,7.096359376,4.961704650,6.279913398,5.79,5.458969807,Sub-Saharan Africa,133,4.252,0.42250,0.88767,0.23402,0.49309,0.05786,0.20618,1.95071
23,Colombia,76.53100000,2015,4.465114576,5.193220915,8.333333333,9.014814815,10.000000000,7.563757674,10.000000000,6.905774455,6.844612333,3.793774688,8.026137533,6.914973382,7.170419033,6.55,6.727887227,Latin America and Caribbean,33,6.477,0.91861,1.24018,0.69077,0.53466,0.05120,0.18401,2.85737
24,Costa Rica,79.56500000,2015,6.683970930,8.455304642,10.000000000,8.770370370,9.500000000,9.559523810,6.875000000,8.255308311,7.598125423,5.768980090,9.759381305,7.992057134,6.433113912,7.51,7.882654156,Latin America and Caribbean,12,7.226,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497,3.17728
25,Cyprus,80.35000000,2015,6.858831213,9.661065819,10.000000000,7.487037037,8.500000000,9.404761905,10.000000000,8.669154152,7.268393185,5.836172166,9.686253954,8.219853784,7.438795108,7.69,8.179577076,Western Europe,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931
26,Germany,80.64146341,2015,8.300566731,9.878752348,10.000000000,8.103703704,10.000000000,9.357142857,10.000000000,9.290914426,5.511018212,7.445366969,9.649703585,7.920584690,7.846373993,7.67,8.480457213,Western Europe,26,6.750,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569
27,Denmark,80.70243902,2015,8.723093731,9.849195699,10.000000000,7.739259259,9.500000000,9.690476190,10.000000000,9.336045903,4.108414157,8.246872137,9.609380791,8.415699650,8.352165515,7.75,8.543022951,Western Europe,3,7.527,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204
28,Algeria,76.09000000,2015,3.895039415,8.017162957,5.000000000,5.322592593,5.000000000,7.416666667,0.833333333,5.335309852,3.482223430,4.551817203,6.852789873,4.008431962,5.264769527,4.83,5.082654926,Middle East and Northern Africa,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,2.43209
29,Ecuador,76.14300000,2015,4.205823615,8.795361784,10.000000000,7.583333333,6.500000000,7.940476190,10.000000000,7.452677302,5.825761340,3.893149081,8.098291578,6.532037884,6.086201446,6.09,6.771338651,Latin America and Caribbean,48,5.975,0.86402,0.99903,0.79075,0.48574,0.18090,0.11541,2.53942
30,Spain,82.83170732,2015,6.961543911,9.635436244,10.000000000,8.762592593,9.500000000,9.214285714,9.250000000,8.821932869,5.734978080,6.803340149,9.762675446,8.012128861,7.337976939,7.53,8.175966435,Western Europe,36,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367
31,Estonia,77.59024390,2015,7.576379547,9.574248415,10.000000000,8.385185185,9.500000000,9.619047619,9.250000000,8.963080271,5.893282681,7.509630596,9.489331062,8.538518317,8.196134081,7.93,8.446540136,Central and Eastern Europe,73,5.429,1.15174,1.22791,0.77361,0.44888,0.15184,0.08680,1.58782
32,Ethiopia,65.04800000,2015,3.041632015,6.919794484,6.666666667,6.374074074,1.500000000,5.452199340,6.666666667,5.156317299,6.622004484,4.607092409,5.491064740,4.971753193,6.042669411,5.55,5.353158650,Sub-Saharan Africa,122,4.512,0.19073,0.60406,0.44055,0.43450,0.15048,0.24325,2.44876
33,Finland,81.48048780,2015,8.670918629,9.798124871,10.000000000,8.953703704,10.000000000,9.702380952,9.250000000,9.407869341,4.127550513,8.881498661,9.604256393,8.240158660,7.675031453,7.71,8.558934670,Western Europe,6,7.406,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955
34,France,82.32195122,2015,6.911610320,9.704106536,10.000000000,7.298518519,10.000000000,7.750000000,10.000000000,8.658781066,4.194322649,7.065324981,9.765807751,8.248059503,7.494228997,7.35,8.004390533,Western Europe,29,6.575,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332,2.21126
35,Gabon,64.91300000,2015,4.368388171,8.038732871,0E-9,8.550000000,4.000000000,6.285714286,3.333333333,5.318685022,6.268492547,3.900636296,6.431658009,5.691934877,6.614898571,5.78,5.549342511,Sub-Saharan Africa,143,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895
36,United Kingdom,80.95609756,2015,7.773074205,9.862630309,10.000000000,7.884814815,10.000000000,9.250000000,9.250000000,9.047407610,5.639386473,7.921504871,9.841926558,8.418714430,8.247220471,8.01,8.528703805,Western Europe,21,6.867,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,1.96994
37,Georgia,72.97300000,2015,5.952242489,8.701384395,8.333333333,7.635555556,8.500000000,8.666666667,8.000000000,7.776962277,7.635342769,6.568152767,8.990327388,8.664168807,8.042172585,7.98,7.878481138,Central and Eastern Europe,130,4.297,0.74190,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541
38,Ghana,62.77200000,2015,5.315316304,9.008827092,10.000000000,7.987037037,7.500000000,8.315412622,7.500000000,7.711280815,6.966753486,5.441843960,6.867122454,6.514389495,6.809536821,6.52,7.115640407,Sub-Saharan Africa,114,4.633,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087,2.30919
39,Guinea,59.59800000,2015,3.346386441,7.028251798,3.333333333,8.675925926,9.000000000,6.988095238,1.666666667,5.560061676,6.398039216,2.976011266,7.780836612,4.952528144,6.608530123,5.74,5.650030838,Sub-Saharan Africa,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172
40,Greece,81.03658537,2015,5.947156917,8.996054490,10.000000000,8.038888889,10.000000000,8.571428571,6.750000000,8.071834598,3.887538532,5.979854238,8.345815591,7.636024044,6.398029053,6.45,7.260917299,Western Europe,102,4.857,1.15406,0.92933,0.88213,0.07699,0.01397,0.00000,1.80101
41,Guatemala,73.25000000,2015,3.920832239,6.333333333,10.000000000,9.027777778,7.500000000,6.892857143,6.250000000,6.530604885,9.486573245,4.482661786,9.629630157,8.221844681,6.648782420,7.69,7.110302443,Latin America and Caribbean,43,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255
42,Honduras,74.49500000,2015,3.263532774,5.944444444,8.333333333,8.694444444,8.500000000,7.928571429,7.500000000,6.397629225,9.034558824,3.991802199,9.357845185,7.419370100,6.948777919,7.35,6.873814613,Latin America and Caribbean,105,4.788,0.59532,0.95348,0.69510,0.40148,0.06825,0.23027,1.84408
43,Croatia,77.27560976,2015,5.841496984,9.883538369,10.000000000,8.335185185,9.000000000,8.571428571,10.000000000,8.521920214,4.683887540,5.693974997,9.281726441,8.178012840,7.350503305,7.04,7.780960107,Central and Eastern Europe,62,5.759,1.08254,0.79624,0.78805,0.25883,0.02430,0.05444,2.75414
44,Haiti,62.48500000,2015,3.355847529,7.772491982,10.000000000,9.175925926,10.000000000,8.238095238,6.875000000,7.210986994,7.667458727,2.478433986,7.762247303,7.781865319,7.014802855,6.54,6.875493497,Latin America and Caribbean,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173
45,Hungary,75.56829268,2015,5.864154318,9.532159043,10.000000000,8.046296296,9.000000000,8.892857143,10.000000000,8.442993684,4.765497079,6.038421495,9.491677243,7.908891100,7.722986400,7.19,7.816496842,Central and Eastern Europe,104,4.800,1.12094,1.20215,0.75905,0.32112,0.02758,0.12800,1.24074
46,Indonesia,70.76800000,2015,4.093585354,8.920480629,6.666666667,4.305555556,7.000000000,7.523809524,6.250000000,6.428119670,7.772704636,4.518732007,9.361632550,6.989431454,6.343163804,7.00,6.714059835,Southeastern Asia,74,5.399,0.82827,1.08708,0.63793,0.46611,0.00000,0.51535,1.86399
47,India,68.60700000,2015,4.197374773,7.415244046,6.666666667,5.885185185,7.000000000,7.963887534,5.500000000,6.204728643,7.823854613,5.098356220,8.099949043,5.558794230,6.462361374,6.61,6.407364322,Southern Asia,117,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475,2.27513
48,Ireland,81.45365854,2015,8.106677731,9.751065703,10.000000000,8.718518519,7.500000000,9.547619048,10.000000000,9.041049615,6.334169810,7.998138486,9.534898929,8.763022235,8.617663659,8.25,8.645524808,Western Europe,18,6.940,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,1.97570
49,Iceland,82.46829268,2015,7.925369551,9.878877069,10.000000000,8.103703704,10.000000000,9.630952381,9.250000000,9.149527264,5.440940619,8.450045002,7.170466200,7.148335910,8.032681337,7.25,8.199763632,Western Europe,2,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.43630,2.70201
50,Israel,82.05121951,2015,7.110583565,9.244018632,1.666666667,6.677407407,10.000000000,8.996194783,10.000000000,7.822677435,6.230323288,6.132119415,9.492215800,8.112342685,7.384474409,7.47,7.646338717,Middle East and Northern Africa,11,7.278,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
51,Italy,82.54390244,2015,6.562639849,9.894689851,10.000000000,8.207407407,9.500000000,9.071428571,9.250000000,8.717216023,5.438315217,5.664803584,9.740915961,8.256774142,7.469066129,7.31,8.013608012,Western Europe,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
52,Jamaica,74.09800000,2015,5.189786736,6.500000000,8.333333333,9.488888889,9.500000000,9.571428571,6.250000000,7.236811763,7.465032479,5.157474738,8.684819980,7.039514085,7.911118346,7.25,7.243405882,Latin America and Caribbean,65,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.21230,2.32038
53,Jordan,74.07800000,2015,5.717400929,8.179989552,6.666666667,6.522592593,5.000000000,6.666666667,3.333333333,6.293273546,7.381609179,4.763858993,9.658207434,7.629934308,7.905342185,7.47,6.881636773,Middle East and Northern Africa,82,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,1.87996
54,Japan,83.79390244,2015,7.582453683,9.684402323,10.000000000,7.920370370,7.500000000,9.226190476,9.250000000,8.706370086,4.559532430,7.603896561,9.628885834,7.429365340,8.074624021,7.46,8.083185043,Eastern Asia,46,5.987,1.27074,1.25712,0.99111,0.49615,0.18060,0.10705,1.68435
55,Kazakhstan,72.00000000,2015,4.533929223,9.025902786,5.000000000,5.653703704,4.000000000,6.416666667,9.250000000,6.421995039,7.520196516,5.606111942,8.948409024,6.382320669,7.819413676,7.26,6.840997520,Central and Eastern Europe,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
56,Kenya,64.79800000,2015,3.653392125,7.020988632,6.666666667,7.350370370,7.000000000,8.030902222,7.500000000,6.323389115,7.769724167,4.745102997,9.099685277,6.634142518,7.295394539,7.11,6.716694558,Sub-Saharan Africa,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555
57,Cambodia,68.63700000,2015,2.669279254,9.587538771,10.000000000,8.729629630,7.500000000,7.940476190,8.333333333,7.314548421,7.886102261,4.354993664,9.295413111,7.310608753,7.157078443,7.20,7.257274211,Southeastern Asia,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195
58,Kuwait,75.13000000,2015,5.287818148,7.380155825,5.000000000,5.068148148,4.000000000,7.148935707,1.666666667,5.455368545,6.210112177,4.990165384,7.580700058,6.760854723,7.388872686,6.59,6.022684273,Middle East and Northern Africa,39,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634
59,Lebanon,78.76800000,2015,4.073774974,6.485687740,6.666666667,7.518518519,9.000000000,8.261904762,3.333333333,6.117908007,8.783212690,4.050679036,9.569162912,6.892919148,5.736985942,7.01,6.563954003,Middle East and Northern Africa,103,4.839,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059
60,Libya,72.12100000,2015,2.516339442,5.277260860,5.000000000,7.044074074,2.500000000,4.880952381,0.833333333,3.974236054,4.750000000,3.206338892,6.610824533,4.763774850,5.126018399,4.89,4.432118027,Middle East and Northern Africa,63,5.754,1.13145,1.11862,0.70380,0.41668,0.11023,0.18295,2.09066
61,Sri Lanka,76.31600000,2015,4.526403306,8.452219740,6.666666667,6.917037037,5.500000000,7.095238095,1.750000000,6.037549941,8.251502356,5.280256242,6.877745263,5.878852487,6.871586481,6.63,6.333774971,Southern Asia,132,4.271,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828,0.67108
62,Lithuania,74.32195122,2015,6.814692987,9.217806543,10.000000000,8.848148148,10.000000000,9.464285714,10.000000000,8.839368269,7.181097919,6.533776518,9.409066146,8.197829986,8.002407119,7.86,8.349684134,Central and Eastern Europe,56,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
63,Luxembourg,82.29268293,2015,8.230305676,9.904131225,10.000000000,8.992962963,10.000000000,9.714285714,9.250000000,9.329334093,4.167885568,8.356142386,9.456262324,8.304784786,7.897112364,7.64,8.484667047,Western Europe,17,6.946,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
64,Latvia,74.48048780,2015,6.495442917,9.551688703,10.000000000,8.735185185,10.000000000,9.309523810,10.000000000,8.816253805,6.392998987,6.398926191,9.470722785,8.346437702,8.014936261,7.72,8.268126902,Central and Eastern Europe,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
65,Morocco,75.72600000,2015,3.967915096,8.390437218,8.333333333,4.983333333,5.000000000,7.256572063,3.333333333,5.980245285,5.930140961,5.573495504,7.293196819,6.844371629,6.140230049,6.36,6.170122642,Middle East and Northern Africa,92,5.013,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373
66,Moldova,71.47800000,2015,4.492649184,8.685224302,8.333333333,6.364814815,6.000000000,7.369047619,10.000000000,7.101187948,6.429533795,4.247766880,7.793712279,7.438294791,6.925902180,6.57,6.835593974,Central and Eastern Europe,52,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712
67,Madagascar,65.53900000,2015,3.725265401,8.252875827,10.000000000,7.633333333,5.500000000,8.273809524,7.500000000,6.885249593,8.160662766,2.881012258,8.048098568,6.609125378,5.874577124,6.31,6.597624796,Sub-Saharan Africa,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,1.85100
68,Mexico,74.90400000,2015,3.814465570,6.409523132,10.000000000,7.644444444,8.500000000,7.420710752,10.000000000,6.912512695,7.375364642,4.222496130,8.150228799,7.522561872,7.117423102,6.88,6.896256348,Latin America and Caribbean,14,7.187,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
69,Mali,57.50900000,2015,4.015771616,5.149009950,8.333333333,8.105555556,7.500000000,7.869047619,5.000000000,5.971989042,4.939907278,3.626025957,6.990485785,6.817442842,6.714130436,5.82,5.895994521,Sub-Saharan Africa,138,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293
70,Malta,81.89756098,2015,7.086753702,9.875277508,10.000000000,8.568518519,10.000000000,9.440476190,10.000000000,9.041407273,5.865147075,6.591504680,9.653675092,8.383011055,8.097234921,7.72,8.380703637,Western Europe,37,6.302,1.20740,1.30203,0.88721,0.60365,0.13586,0.51752,1.64880
71,Myanmar,65.81000000,2015,3.232420241,7.876718790,1.666666667,7.244444444,7.000000000,7.768457381,4.375000000,5.582741607,6.297058824,3.421483697,6.299205705,4.963862702,5.611587698,5.32,5.451370803,Southeastern Asia,129,4.307,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588,1.41805
72,Mongolia,69.11100000,2015,5.334011588,8.842536770,10.000000000,8.959259259,8.500000000,8.238095238,9.250000000,8.038872539,8.227589886,5.648352256,9.041661857,6.858224062,7.143677230,7.38,7.709436270,Eastern Asia,100,4.874,0.82819,1.30060,0.60268,0.43626,0.02666,0.33230,1.34759
73,Mozambique,57.20600000,2015,3.838184797,8.646255467,8.333333333,8.072222222,2.500000000,7.678571429,10.000000000,6.779522764,6.112901881,3.965612530,6.390738288,6.420200298,5.236491925,5.63,6.204761382,Sub-Saharan Africa,94,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05137
74,Mauritania,63.93600000,2015,3.912662345,5.818886343,8.333333333,6.216666667,5.500000000,6.039380178,0E-9,5.041825190,5.165686275,3.280492271,7.736384048,5.951315043,6.368433212,5.70,5.370912595,Sub-Saharan Africa,124,4.436,0.45407,0.86908,0.35874,0.24232,0.17461,0.21900,2.11773
75,Mauritius,74.35317073,2015,6.605074204,9.222126237,6.666666667,8.218518519,9.000000000,9.357142857,5.000000000,7.781032915,7.556536783,6.472556637,9.590111811,8.362271681,8.141666677,8.02,7.900516457,Sub-Saharan Africa,71,5.477,1.00761,0.98521,0.70950,0.56066,0.07521,0.37744,1.76145
76,Malaysia,75.46100000,2015,5.431853975,8.606313831,5.000000000,4.522592593,4.000000000,6.833333333,4.250000000,5.970134544,6.798132187,5.758780853,7.013203575,7.506636023,8.653177422,7.15,6.560067272,Southeastern Asia,61,5.770,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541
